VNAGULH,12,5452,76,RICH,CHOOSY
EVSERFP,78,8808,73,RICH,CHOOSY
EDWVUOV,45,3495,81,ATTRACTIVE,NORMAL
YNPHVIK,61,7623,33,RICH,NORMAL
MCGKHUM,36,8773,75,RICH,DESPERATE
NRBNQRO,58,3519,2,INTELLIGENT,CHOOSY
ATLHTHH,93,2498,12,RICH,CHOOSY
VMVXSTP,3,2278,26,RICH,DESPERATE
LMTVSLL,77,8413,52,ATTRACTIVE,NORMAL
XDHJSFN,86,8084,66,ATTRACTIVE,NORMAL
NMMUGLI,97,8185,83,ATTRACTIVE,NORMAL
CBNPFYP,68,5347,69,RICH,CHOOSY
OHILAQC,66,6551,30,INTELLIGENT,NORMAL
RJAMAQR,92,8303,90,RICH,NORMAL
PFGOKYD,60,7262,22,ATTRACTIVE,NORMAL
JSCAVXH,79,3223,49,ATTRACTIVE,DESPERATE
EQDSICO,70,5204,97,RICH,DESPERATE
GTHGILO,41,7355,33,RICH,NORMAL
QPGKAXM,23,4195,87,RICH,DESPERATE
XRKSEIS,37,9405,93,INTELLIGENT,DESPERATE
WONGTYC,70,8598,41,RICH,DESPERATE
XFTGTEK,3,3776,82,ATTRACTIVE,NORMAL
FAMVFAS,21,2009,58,RICH,DESPERATE
AESCDYC,68,6829,10,RICH,DESPERATE
VXNUPWD,8,4989,93,INTELLIGENT,DESPERATE
JAOTALG,71,4009,74,INTELLIGENT,DESPERATE
OCELWGT,61,3698,7,ATTRACTIVE,NORMAL
CQNGGHD,57,2401,11,ATTRACTIVE,DESPERATE
JCANCRV,27,8204,100,ATTRACTIVE,DESPERATE
JOJGPPY,92,3455,14,ATTRACTIVE,CHOOSY
HNVJHSM,67,3263,46,RICH,NORMAL
NUQSDYD,94,7730,62,RICH,DESPERATE
UFYMQJN,69,7524,27,INTELLIGENT,DESPERATE
BDAEQEV,17,9963,68,ATTRACTIVE,NORMAL
VTVQVBX,41,2930,13,ATTRACTIVE,CHOOSY
XLPUPIY,83,4507,53,INTELLIGENT,NORMAL
WNSDKTS,99,4486,72,RICH,DESPERATE
FFOWWQN,70,6839,6,RICH,NORMAL
TLDBDSA,69,9884,45,RICH,CHOOSY
BOCSMKK,95,7156,41,INTELLIGENT,DESPERATE
ECOFDQU,18,3156,39,RICH,DESPERATE
MRAMIEU,30,7820,11,RICH,DESPERATE
KIGDTYS,29,3567,44,ATTRACTIVE,DESPERATE
BCXUYHX,11,3064,95,RICH,CHOOSY
OHKERRX,88,4752,95,RICH,NORMAL
TENBWMT,89,9972,13,RICH,CHOOSY
QNOMNFT,88,8124,63,INTELLIGENT,DESPERATE
EWUUJGF,89,3519,50,INTELLIGENT,DESPERATE
ESYKVGI,27,9690,29,INTELLIGENT,DESPERATE
HOFDAPA,11,3736,45,RICH,NORMAL
