ESSENTIAL,1269,1110
LUXURY,3659,370
UTILITY,1046,1626
ESSENTIAL,2378,927
UTILITY,1763,1397
ESSENTIAL,3348,1580
LUXURY,3325,1008
ESSENTIAL,727,219
UTILITY,98,995
ESSENTIAL,1148,81
UTILITY,2025,924
ESSENTIAL,3250,895
UTILITY,3152,1987
UTILITY,326,738
UTILITY,2065,835
ESSENTIAL,64,245
UTILITY,3293,261
UTILITY,511,1515
UTILITY,3198,1384
UTILITY,1233,1250
ESSENTIAL,1972,1955
LUXURY,3143,1324
UTILITY,1739,1698
ESSENTIAL,3095,1161
UTILITY,750,601
UTILITY,822,383
UTILITY,609,258
UTILITY,2457,1474
LUXURY,1723,831
LUXURY,3618,1278
ESSENTIAL,3733,1579
LUXURY,1037,79
LUXURY,2965,1402
UTILITY,3493,1830
LUXURY,1384,115
UTILITY,3116,1157
ESSENTIAL,1067,1926
LUXURY,3139,1252
UTILITY,3650,190
ESSENTIAL,1894,842
UTILITY,1423,1351
UTILITY,3186,449
UTILITY,275,1346
ESSENTIAL,2334,1784
LUXURY,1989,1239
ESSENTIAL,1819,21
UTILITY,622,141
UTILITY,2968,1685
LUXURY,1393,1249
UTILITY,1894,510
ESSENTIAL,3371,588
UTILITY,1079,1190
UTILITY,579,691
ESSENTIAL,2522,1668
ESSENTIAL,1313,285
ESSENTIAL,2859,615
UTILITY,1417,1819
ESSENTIAL,586,1875
UTILITY,1381,1133
UTILITY,1390,1056
LUXURY,762,144
UTILITY,2420,1596
UTILITY,3851,1525
ESSENTIAL,855,1775
ESSENTIAL,3811,233
ESSENTIAL,2187,1825
ESSENTIAL,2367,1077
LUXURY,1552,1301
ESSENTIAL,1624,785
ESSENTIAL,446,338
ESSENTIAL,743,1867
ESSENTIAL,2634,1127
UTILITY,3072,65
LUXURY,248,1217
LUXURY,864,421
UTILITY,600,1034
UTILITY,1413,1728
UTILITY,1038,294
UTILITY,3930,1626
LUXURY,2560,1011
UTILITY,799,381
UTILITY,416,1352
LUXURY,410,63
LUXURY,2005,1842
LUXURY,2981,1205
UTILITY,1758,1841
LUXURY,2228,1406
UTILITY,3913,753
ESSENTIAL,951,1272
UTILITY,2933,69
UTILITY,3018,1402
ESSENTIAL,2824,614
ESSENTIAL,2802,1693
LUXURY,3530,103
ESSENTIAL,2412,135
ESSENTIAL,1159,1050
LUXURY,826,1437
LUXURY,3915,15
LUXURY,149,573
UTILITY,2595,1628
