KDQJEKJ,98,8974,8,36,MISER
VEMYDOW,9,4102,12,12,MISER
CXCFGVI,64,9973,98,6,MISER
CGOKRHE,13,3216,94,17,MISER
FMFWSKM,4,7281,87,31,GENEROUS
VLOIDQQ,79,2578,10,46,GEEK
PBSNVWW,27,6160,24,46,GENEROUS
RYQVEGR,5,3655,48,35,GEEK
VBAKELO,19,7725,90,47,GENEROUS
GOXHIRT,19,7829,16,10,MISER
WTNMADO,37,10762,31,33,GENEROUS
YHRCRQH,41,10141,46,50,MISER
EGNTCYN,72,5940,11,44,MISER
USFSQUM,21,4184,90,22,GENEROUS
DQDHWKF,52,6098,91,43,GEEK
ITOWSTQ,87,7162,97,50,MISER
LRRKQRC,25,6388,77,5,GEEK
VEESXIC,79,10945,58,8,GENEROUS
RKFMBKA,58,6455,82,14,GENEROUS
ROKTFYO,95,4853,38,39,GEEK
TXTMXEB,43,1678,52,21,MISER
UENBFQT,34,6008,69,1,MISER
NJIKBLT,76,2217,6,39,MISER
XCXPLVO,99,9654,16,2,GEEK
HEHNNNR,72,6576,84,1,GENEROUS
DCDJAVG,53,6180,58,36,GENEROUS
QLLHYGD,71,9511,45,14,MISER
LDFOHKH,46,1300,92,7,GEEK
AWRXIAY,41,6058,63,39,GENEROUS
SYMXPEE,17,7646,77,15,GEEK
VJPTWLQ,77,10913,75,35,GEEK
BUQITWV,60,10390,90,47,GENEROUS
CIUWTRB,44,7244,11,14,GEEK
FNCVLVA,62,3115,63,32,GEEK
AJWSXPY,32,4342,15,22,GENEROUS
HUXFYDS,78,2245,66,10,GEEK
YKYVSRI,82,4357,97,10,GEEK
YHTECFJ,60,5525,100,45,GENEROUS
HQETPNF,69,1159,22,24,GEEK
HYQPDFN,72,10408,99,47,GENEROUS
WIHMNXQ,37,2292,59,50,GEEK
INTSIAU,78,3123,55,19,GEEK
AYJUOWS,89,9025,37,22,GEEK
FXVIDIW,13,3942,68,11,MISER
WWCHRKN,66,3274,69,38,GENEROUS
BOUKBMY,31,1963,30,35,GEEK
TWUINAI,42,3062,25,35,GENEROUS
XRTFCMJ,55,7094,75,40,GEEK
MJCQNRG,66,8469,51,32,GENEROUS
RCBCMPE,28,6262,80,41,MISER
LYQABMR,34,10916,21,3,GENEROUS
MTMNFJR,28,9057,92,16,GEEK
ICMIOCP,61,8294,76,46,GEEK
MNYBCYE,47,2555,53,37,GENEROUS
CHPLCPQ,14,10746,14,32,GENEROUS
HVARPIT,98,8126,57,11,GEEK
SYKDMKP,81,9434,15,45,GENEROUS
NUQEURH,89,4529,43,10,MISER
LTMNWVB,31,5801,1,24,GENEROUS
NECSPVP,85,10500,96,37,GENEROUS
TEAKHUB,91,6164,37,19,GENEROUS
KNVKITM,99,9008,47,45,GEEK
VLGQVRB,76,6656,64,12,MISER
SAGMRTF,56,7146,98,25,GENEROUS
VVSMBIQ,73,10256,23,20,GEEK
BKSQAQQ,28,5296,60,27,MISER
DYVCVDR,53,1902,49,15,GENEROUS
DHDUAEN,52,6329,1,21,GENEROUS
QFRIQEU,56,8784,12,46,GENEROUS
DCBVKAU,20,8551,38,10,MISER
CSLTXIN,7,6403,84,24,GEEK
VGIRPGM,38,10567,98,2,MISER
XBYWFWR,2,8882,32,47,MISER
YKWVRMM,98,7454,42,28,GEEK
NFRNIRO,38,8223,19,39,GENEROUS
IXWISPC,88,8397,51,42,GEEK
BRUHVLU,96,4919,33,14,GEEK
ONRAHEB,90,10541,47,2,GEEK
YBREBBJ,33,3152,25,45,GENEROUS
CQMHIIC,40,4353,65,22,GENEROUS
YAGWFCV,85,7229,85,6,GEEK
MPXSAEW,94,4105,79,9,GENEROUS
DMTYJFS,63,1527,33,29,MISER
YGYIYBV,70,7356,22,22,GEEK
NOQVYPK,71,7908,44,19,MISER
STWQKIX,100,1532,53,49,GEEK
GKSCJGR,45,10914,95,5,MISER
WHAJIRA,93,10980,98,49,GEEK
BNVGHEU,72,5467,14,37,GENEROUS
OCMCIYH,69,2540,45,14,MISER
HONFPWV,36,3890,14,1,MISER
YELUJSB,22,5986,1,7,MISER
UVSIWOP,57,10259,34,30,MISER
EMWNKLB,7,9313,7,20,GEEK
FCUVYXA,19,7254,58,34,GENEROUS
CUXKGRT,42,7324,27,5,GEEK
RFNTWYY,36,2411,59,33,GENEROUS
WRHPLVC,62,6178,76,24,GEEK
RGHFPMM,61,1709,67,24,MISER
HUXRQPW,50,5371,21,23,GEEK
