EPDVPYX,39,2385,77,INTELLIGENT,DESPERATE
IDKWPPJ,41,4138,81,ATTRACTIVE,DESPERATE
IDTYGAH,62,9028,21,INTELLIGENT,NORMAL
TCCLNYP,55,5396,26,RICH,DESPERATE
QBBMTRM,78,3182,92,ATTRACTIVE,NORMAL
VRVAORV,7,5498,4,INTELLIGENT,NORMAL
JFPQWFB,41,5249,78,RICH,DESPERATE
MLGVHII,2,7704,69,RICH,DESPERATE
KPIFPPV,73,9199,63,RICH,DESPERATE
GQAPYPI,94,3074,45,INTELLIGENT,DESPERATE
JAETWKG,99,6817,4,RICH,DESPERATE
VNLCPGM,63,9573,49,ATTRACTIVE,DESPERATE
FFOQWYD,15,2170,46,RICH,CHOOSY
OBREBCN,23,3148,68,RICH,CHOOSY
MTUKACA,46,6999,71,RICH,CHOOSY
QHQBMQD,10,5783,70,RICH,NORMAL
UBFSPOO,52,4688,97,RICH,NORMAL
UARPWRX,59,8323,65,INTELLIGENT,NORMAL
QWTEHNR,4,7351,13,ATTRACTIVE,DESPERATE
SQFLBFL,93,2984,47,RICH,DESPERATE
EMXSNMR,100,6742,86,INTELLIGENT,NORMAL
JNPAPYY,36,7541,43,RICH,NORMAL
HKEGRNK,19,6132,64,RICH,NORMAL
YBOQEGH,34,9332,40,ATTRACTIVE,NORMAL
PHMKISY,48,8272,5,RICH,DESPERATE
RTUBVNO,63,2507,93,INTELLIGENT,NORMAL
YWLERRW,18,7138,60,INTELLIGENT,CHOOSY
QYCUFRF,33,2615,32,RICH,CHOOSY
BRKTINT,20,6751,50,ATTRACTIVE,DESPERATE
EKPSAIL,34,6929,56,ATTRACTIVE,DESPERATE
OLSYGSR,66,5940,84,INTELLIGENT,NORMAL
JYQBPAM,98,4748,32,ATTRACTIVE,CHOOSY
HIJGPJG,59,3401,45,RICH,NORMAL
CMOCVDS,98,8500,30,INTELLIGENT,CHOOSY
DCIIJRE,65,4286,85,RICH,NORMAL
KVRDNOB,16,3183,13,RICH,NORMAL
TOOADAP,44,6000,40,INTELLIGENT,DESPERATE
NITJMRL,61,8062,8,RICH,DESPERATE
UKHVWYM,27,8756,13,INTELLIGENT,CHOOSY
CQBJURL,50,3515,73,ATTRACTIVE,DESPERATE
CGAQNMV,67,8088,64,ATTRACTIVE,CHOOSY
HPTJRIG,60,8346,72,INTELLIGENT,DESPERATE
LPVDGSX,49,8360,25,INTELLIGENT,DESPERATE
SCABJHK,89,5675,30,INTELLIGENT,DESPERATE
ATMTCTF,24,9893,90,RICH,DESPERATE
OBIJHVX,10,9110,3,RICH,DESPERATE
HCCIJTS,92,9614,2,RICH,NORMAL
TTLKCOK,47,6620,76,ATTRACTIVE,NORMAL
VNCELNH,30,7514,5,RICH,DESPERATE
HAOGELP,46,3931,6,INTELLIGENT,DESPERATE
