VARBIPA,12,989,73,ATTRACTIVE,DESPERATE
UYNFIKY,89,763,27,ATTRACTIVE,DESPERATE
SJUDLMP,85,314,83,INTELLIGENT,CHOOSY
BXVNQAR,56,96,74,RICH,NORMAL
TIXSOJQ,76,636,5,INTELLIGENT,DESPERATE
XFSHOJB,5,913,43,RICH,CHOOSY
ILKAEDY,43,178,21,INTELLIGENT,NORMAL
EUNYKUM,46,727,51,INTELLIGENT,DESPERATE
FHNTUWI,61,876,24,INTELLIGENT,CHOOSY
TMLGYET,48,641,44,ATTRACTIVE,CHOOSY
YLNXGPW,88,619,51,INTELLIGENT,CHOOSY
JUNEKWQ,18,702,79,RICH,DESPERATE
KPSXSWW,40,428,51,ATTRACTIVE,CHOOSY
NYGVVGC,36,917,17,ATTRACTIVE,DESPERATE
UFPUCQX,78,643,57,ATTRACTIVE,NORMAL
FXFJQJF,13,914,27,RICH,CHOOSY
MDHQYHW,55,1010,84,INTELLIGENT,NORMAL
MYCFKAP,34,490,8,INTELLIGENT,CHOOSY
XBMNCOO,91,266,19,INTELLIGENT,NORMAL
OPJPKCM,2,244,10,ATTRACTIVE,NORMAL
ECSBIFQ,96,736,91,ATTRACTIVE,DESPERATE
KPQRAQL,4,57,20,ATTRACTIVE,NORMAL
FHOIKPC,37,264,79,RICH,CHOOSY
JFMITJK,33,292,15,INTELLIGENT,CHOOSY
RYTVMAT,43,779,33,ATTRACTIVE,CHOOSY
GDVXUTW,83,465,33,INTELLIGENT,NORMAL
BRVMCTY,51,876,91,ATTRACTIVE,NORMAL
JMSPULN,91,104,86,RICH,CHOOSY
LWKXTFI,55,301,99,INTELLIGENT,NORMAL
QENTVBL,25,330,3,ATTRACTIVE,NORMAL
HDFBXXR,21,789,95,INTELLIGENT,CHOOSY
EDLSXAK,24,761,2,RICH,CHOOSY
NRSVFEJ,29,723,78,INTELLIGENT,DESPERATE
AEQYWPB,99,339,93,ATTRACTIVE,DESPERATE
LUCFYRO,92,107,70,INTELLIGENT,NORMAL
NWJMHNN,91,94,7,RICH,CHOOSY
DDFAXJQ,34,743,29,ATTRACTIVE,DESPERATE
RBFJWAX,7,387,11,ATTRACTIVE,DESPERATE
CIBUJPX,1,653,81,INTELLIGENT,NORMAL
CAKWIOE,23,526,17,INTELLIGENT,DESPERATE
BNWYTDM,35,86,41,RICH,NORMAL
EAQQWOO,66,411,95,INTELLIGENT,NORMAL
SQCDNMS,17,364,78,ATTRACTIVE,DESPERATE
WCLJULO,21,393,82,ATTRACTIVE,NORMAL
VTOVGWE,100,705,58,INTELLIGENT,NORMAL
FPMRPCD,58,921,15,ATTRACTIVE,DESPERATE
IFWMORE,11,478,33,ATTRACTIVE,CHOOSY
MIQMFHD,10,110,79,RICH,NORMAL
MSHNFDK,92,280,67,INTELLIGENT,NORMAL
JGEEGFM,72,725,71,RICH,DESPERATE
