ESSENTIAL,1407,154
ESSENTIAL,2486,1199
LUXURY,1361,1134
ESSENTIAL,3690,1580
LUXURY,2205,1812
LUXURY,777,1671
UTILITY,3285,260
LUXURY,2648,1814
UTILITY,3551,399
ESSENTIAL,1574,1787
LUXURY,3812,1678
LUXURY,2629,1934
LUXURY,80,250
LUXURY,2734,186
LUXURY,1188,1651
LUXURY,3781,107
LUXURY,2648,128
UTILITY,2752,1061
UTILITY,3264,1029
ESSENTIAL,2178,524
ESSENTIAL,1975,462
UTILITY,2414,643
LUXURY,3152,530
UTILITY,1110,381
UTILITY,56,620
LUXURY,2342,664
LUXURY,3773,1086
ESSENTIAL,366,1681
UTILITY,2596,1022
UTILITY,2146,924
LUXURY,3819,1826
ESSENTIAL,2757,689
ESSENTIAL,1247,911
UTILITY,788,575
UTILITY,760,203
LUXURY,3652,1611
UTILITY,1240,1282
LUXURY,3097,2
LUXURY,426,1177
LUXURY,58,1343
ESSENTIAL,3745,766
ESSENTIAL,2817,969
ESSENTIAL,2830,986
ESSENTIAL,3909,1339
LUXURY,295,780
LUXURY,1345,1668
ESSENTIAL,2467,1227
UTILITY,645,1807
UTILITY,1763,1015
LUXURY,1342,1764
ESSENTIAL,2205,482
LUXURY,1920,515
ESSENTIAL,2293,1960
UTILITY,1182,610
ESSENTIAL,974,947
ESSENTIAL,478,1949
LUXURY,762,1476
UTILITY,2004,514
LUXURY,2183,598
UTILITY,3530,1976
ESSENTIAL,1884,716
ESSENTIAL,3023,95
LUXURY,997,537
ESSENTIAL,1003,1142
ESSENTIAL,1743,1304
ESSENTIAL,1672,360
LUXURY,1167,1567
ESSENTIAL,2117,766
LUXURY,2468,711
ESSENTIAL,911,95
ESSENTIAL,516,429
LUXURY,3608,1930
UTILITY,3902,351
LUXURY,2233,938
LUXURY,3419,1925
ESSENTIAL,1436,335
UTILITY,554,613
LUXURY,2864,1994
UTILITY,1258,1257
LUXURY,2655,936
UTILITY,627,16
ESSENTIAL,1215,1889
ESSENTIAL,1168,966
UTILITY,3844,53
ESSENTIAL,2971,1239
ESSENTIAL,3840,1464
UTILITY,2295,706
ESSENTIAL,641,1349
ESSENTIAL,237,589
UTILITY,3116,1286
LUXURY,2458,11
ESSENTIAL,891,1836
LUXURY,1878,1630
UTILITY,2279,660
UTILITY,3949,1189
ESSENTIAL,2409,630
UTILITY,3612,448
LUXURY,3278,197
ESSENTIAL,3522,312
ESSENTIAL,1323,1538
