HNGJMFB,67,7024,94,INTELLIGENT,DESPERATE
GNIMIUM,63,3573,4,RICH,DESPERATE
XVMQUHX,75,5605,60,RICH,CHOOSY
GLROYKB,98,7208,38,RICH,NORMAL
GECNAUQ,50,2127,81,ATTRACTIVE,DESPERATE
VCNDOBW,48,9774,81,INTELLIGENT,DESPERATE
NEXIMRX,14,8783,10,ATTRACTIVE,CHOOSY
EOBDSHE,15,2185,86,INTELLIGENT,CHOOSY
KFKRLGU,26,9719,93,INTELLIGENT,NORMAL
JWHXCIF,87,5197,79,INTELLIGENT,DESPERATE
UTRBVGN,92,8525,20,RICH,NORMAL
BQBIUOH,80,9439,8,INTELLIGENT,DESPERATE
GIDCPPN,54,2374,37,ATTRACTIVE,CHOOSY
QVYHONW,9,9655,71,RICH,CHOOSY
BMUROGU,72,6412,99,RICH,DESPERATE
BRJHPAW,45,9054,44,ATTRACTIVE,DESPERATE
IJYKKAD,59,2041,54,ATTRACTIVE,NORMAL
CJYSSBD,16,4082,8,ATTRACTIVE,DESPERATE
VAKNEIO,21,8027,85,RICH,CHOOSY
RFJVBIR,14,5598,68,RICH,CHOOSY
WFLVTPW,23,4654,10,INTELLIGENT,CHOOSY
TPOVEKC,34,7842,49,ATTRACTIVE,DESPERATE
DRQVXTH,24,8038,75,INTELLIGENT,CHOOSY
FJECEUF,78,6225,40,RICH,NORMAL
CJKDUTG,86,9763,41,RICH,DESPERATE
QTSYPSM,4,6735,82,INTELLIGENT,NORMAL
HQJPWCV,16,5242,40,INTELLIGENT,DESPERATE
LHBATKP,29,2384,48,RICH,DESPERATE
PJHOVBY,11,9908,51,RICH,DESPERATE
JORWNRD,90,9500,11,ATTRACTIVE,CHOOSY
KVFKBNI,80,8071,79,ATTRACTIVE,CHOOSY
DQYVSGD,54,8142,19,INTELLIGENT,DESPERATE
GHWGYON,23,7071,59,INTELLIGENT,NORMAL
HSFLNLO,60,3473,91,RICH,CHOOSY
VNHRALF,36,6296,24,INTELLIGENT,CHOOSY
YMOMNIQ,52,9954,94,INTELLIGENT,CHOOSY
QLLBCAG,28,6850,17,ATTRACTIVE,NORMAL
HXTVEDQ,50,2193,45,INTELLIGENT,CHOOSY
LJFTVIP,47,8348,10,INTELLIGENT,DESPERATE
QOXWWMY,68,8704,10,RICH,CHOOSY
DEIXAWQ,86,9306,36,ATTRACTIVE,CHOOSY
IGTHWNS,83,2019,25,ATTRACTIVE,NORMAL
YDEEEBW,73,3104,81,INTELLIGENT,CHOOSY
MPMQXFG,29,4543,88,INTELLIGENT,DESPERATE
SWLGSUS,20,4933,95,ATTRACTIVE,DESPERATE
YUQCUMO,82,2028,75,INTELLIGENT,NORMAL
ELUFMTN,89,9938,69,INTELLIGENT,DESPERATE
YNDVWUB,33,4372,71,ATTRACTIVE,DESPERATE
KMUMEQO,47,9473,58,RICH,DESPERATE
BRQFEJY,91,9842,94,RICH,NORMAL
