QIJTTYC,99,2862,28,INTELLIGENT,DESPERATE
FJEDNMU,3,8082,79,ATTRACTIVE,CHOOSY
CFDFPPQ,80,2044,12,RICH,NORMAL
IVVNTFV,52,9483,85,INTELLIGENT,DESPERATE
XHFFBMP,55,8325,17,ATTRACTIVE,NORMAL
DXYXASF,42,6935,61,RICH,NORMAL
UJNNPTD,88,2688,84,ATTRACTIVE,DESPERATE
NRPRBTE,42,9748,35,RICH,DESPERATE
HLFAIVK,74,5669,93,ATTRACTIVE,DESPERATE
RSRUCXO,44,9221,56,RICH,NORMAL
NKWMMHM,46,3246,65,RICH,DESPERATE
EKEIAOE,67,2763,31,RICH,DESPERATE
IMLYHPU,80,2776,66,ATTRACTIVE,NORMAL
PANJONX,79,4013,65,ATTRACTIVE,NORMAL
WHJWDGT,36,8992,3,INTELLIGENT,CHOOSY
CHXFFWR,57,3793,99,ATTRACTIVE,DESPERATE
QPWGTEM,73,8839,13,INTELLIGENT,NORMAL
PEDFOKY,57,3456,90,ATTRACTIVE,CHOOSY
HMBOCQB,3,8143,54,INTELLIGENT,DESPERATE
SUTRUXJ,53,5735,24,ATTRACTIVE,CHOOSY
OIMHLUA,35,8764,14,RICH,DESPERATE
CFSGQBY,73,9489,12,RICH,CHOOSY
YUDUAMP,8,9429,41,RICH,CHOOSY
DTXKDUF,20,8111,86,ATTRACTIVE,DESPERATE
VMGJNYB,87,7585,10,RICH,NORMAL
TJBEPSU,76,3984,77,RICH,NORMAL
PDUMQWW,83,3562,24,INTELLIGENT,NORMAL
MUWBQOL,80,7210,42,INTELLIGENT,DESPERATE
DLQUEGG,11,3582,99,INTELLIGENT,DESPERATE
BXFHMRJ,44,9360,7,ATTRACTIVE,CHOOSY
RKMBWAQ,97,8746,22,RICH,NORMAL
WGEXXEU,86,4218,82,INTELLIGENT,CHOOSY
GRULKTE,76,9662,65,ATTRACTIVE,NORMAL
OYWUSLM,78,6081,9,ATTRACTIVE,NORMAL
FATYIVL,20,6988,34,RICH,CHOOSY
JSRFRWH,69,7329,60,INTELLIGENT,NORMAL
LOKDQMI,65,6313,11,RICH,CHOOSY
FGROICC,64,4726,16,ATTRACTIVE,NORMAL
IHVOVBI,71,9899,93,RICH,DESPERATE
NITUWLB,41,9216,53,ATTRACTIVE,DESPERATE
JKVHDTY,93,5418,29,INTELLIGENT,NORMAL
XQPJDAN,67,9695,3,RICH,NORMAL
CIRJPNX,20,2688,1,INTELLIGENT,CHOOSY
ARPWUTE,72,8024,23,INTELLIGENT,CHOOSY
JKKLUYH,16,8521,27,INTELLIGENT,NORMAL
ABQAGSO,29,6415,53,ATTRACTIVE,DESPERATE
GIHUFQL,36,3300,59,INTELLIGENT,DESPERATE
KXPIYFC,95,4747,21,INTELLIGENT,NORMAL
IRKACUL,77,2545,59,ATTRACTIVE,NORMAL
SSHJNSE,23,4342,30,RICH,DESPERATE
